Rank,Player,Club,Nationality,Points,Percent,Season,Winner,Winner Country,Winner Score,Finalist Score,Finalist,Finalist Country,Venue,Attendance,Meilleur Buteur,Pays buteur,Club buteur,buts
2,Kenny Dalglish,Liverpool,Scotland,26,0.2,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
3,Allan Simonsen,Vejle,Denmark,25,0.1923,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
4,Gordon Strachan,Aberdeen,Scotland,24,0.1846,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
5,Felix Magath,Hamburger SV,West Germany,20,0.1538,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
6,Jean Marie Pfaff,Bayern Munich,Belgium,15,0.1154,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
6,Rinat Dassaev,Spartak Moscow,Soviet Union,15,0.1154,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
8,Karl-Heinz Rummenigge,Bayern Munich,West Germany,14,0.1077,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
8,Jesper Olsen,Ajax,Denmark,14,0.1077,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
10,Bryan Robson,Manchester United,England,13,0.1,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
11,Fernando Gomes,FC Porto,Portugal,10,0.0769,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
11,Bernd Schuster,FC Barcelona,West Germany,10,0.0769,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
11,Frankie Vercauteren,Anderlecht,Belgium,10,0.0769,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
11,Alain Giresse,Girondins Bordeaux,France,10,0.0769,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
15,Safet Sušić,Paris Saint-Germain,Yugoslavia,8,0.0615,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
15,Ian Rush,Liverpool,Wales,8,0.0615,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
17,Morten Olsen,Anderlecht,Denmark,6,0.0462,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
18,Norman Whiteside,Manchester United,Northern Ireland,5,0.0385,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
19,Bruno Conti,Roma,Italy,4,0.0308,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
19,Eric Gerets,Milan,Belgium,4,0.0308,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
19,Erwin Vandenbergh,Anderlecht,Belgium,4,0.0308,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
19,Michael Laudrup,Lazio,Denmark,4,0.0308,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Liam Brady,Sampdoria,Ireland,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Antonio Cabrini,Juventus,Italy,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Carlos Manuel Santos,Benfica,Portugal,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Vasilis Hatzipanagis,Iraklis,Greece,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Glenn Hysén,IFK Göteborg,Sweden,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Paolo Rossi,Juventus,Italy,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
23,Costica Stefanescu,Universitatea Craiova,Romania,3,0.0231,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
30,Zbigniew Boniek,Juventus,Poland,2,0.0154,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
30,Fedor Cherenkov,Spartak Moscow,Soviet Union,2,0.0154,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
30,Ruud Gullit,Feyenoord,Netherlands,2,0.0154,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
33,Soren Lerby,Bayern Munich,Denmark,1,0.0077,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
33,Stoicho Mladenov,CSKA Sofia,Bulgaria,1,0.0077,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
33,Tibor Nyilasi,Austria Wien,Hungary,1,0.0077,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
33,Rudi Völler,Werder Bremen,West Germany,1,0.0077,1983,Hamburg,West Germany,1,0,Juventus,Italy,"Greece Olympic Stadium, Athens","73,500",Paolo Rossi,Italy,Juventus,6
1,Michel Platini,Juventus,France,128,0.9846,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
2,Jean Tigana,Girondins Bordeaux,France,57,0.4385,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
3,Preben Elkjar-Larsen,Verona,Denmark,48,0.3692,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
4,Ian Rush,Liverpool,Wales,44,0.3385,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
5,Fernando Chalana,Girondins Bordeaux,Portugal,18,0.1385,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
6,Graeme Souness,Sampdoria,Scotland,16,0.1231,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
7,Harald Schumacher,1. FC Köln,West Germany,12,0.0923,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
8,Karl-Heinz Rummenigge,Internazionale,West Germany,10,0.0769,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
9,Alain Giresse,Girondins Bordeaux,France,9,0.0692,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
10,Bryan Robson,Manchester United,England,7,0.0538,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
11,Bernd Schuster,FC Barcelona,West Germany,6,0.0462,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
12,Enzo Scifo,Anderlecht,Belgium,5,0.0385,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
12,Maxime Bossis,FC Nantes,France,5,0.0385,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
14,Klaus Allofs,1. FC Köln,West Germany,3,0.0231,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
14,Antonio Cabrini,Juventus,Italy,3,0.0231,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
14,Hans-Peter Briegel,Verona,West Germany,3,0.0231,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
14,Rui Jordao,Sporting CP,Portugal,3,0.0231,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
18,Paul McStay,Celtic,Scotland,2,0.0154,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
18,Jesper Olsen,Manchester United,Denmark,2,0.0154,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
18,Morten Olsen,Anderlecht,Denmark,2,0.0154,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
18,Gordon Strachan,Manchester United,Scotland,2,0.0154,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
22,Rinat Dassaev,Spartak Moscow,Soviet Union,1,0.0077,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
22,Mark Hateley,Milan,England,1,0.0077,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
22,Silviu Lung,Universitatea Craiova,Romania,1,0.0077,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
22,Antonio Maceda,Sporting Gijón,Spain,1,0.0077,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
22,Torbjörn Nilsson,IFK Göteborg,Sweden,1,0.0077,1984,Liverpool,England,1,1,Roma,Italy,"Italy Stadio Olimpico, Rome","69,693",Victor Sokol,Soviet Union,FK Dynamo Minsk,6
1,Michel Platini,Juventus,France,127,0.9769,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
2,Preben Elkjar-Larsen,Verona,Denmark,71,0.5462,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
3,Bernd Schuster,FC Barcelona,West Germany,46,0.3538,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
4,Michael Laudrup,Juventus,Denmark,14,0.1077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
5,Karl-Heinz Rummenigge,Internazionale,West Germany,13,0.1,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
6,Zbigniew Boniek,Roma,Poland,12,0.0923,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
7,Oleg Protassov,Dnipro Dnipropetrovsk,Soviet Union,10,0.0769,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
8,Hans-Peter Briegel,Verona,West Germany,9,0.0692,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
9,Bryan Robson,Manchester United,England,8,0.0615,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
9,Rinat Dassaev,Spartak Moscow,Soviet Union,8,0.0615,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
11,Rudi Völler,Werder Bremen,West Germany,7,0.0538,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
12,Luis Fernandez,Paris Saint-Germain,France,6,0.0462,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
12,Soren Lerby,Bayern Munich,Denmark,6,0.0462,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
14,Rafael Gordillo,Real Madrid CF,Spain,5,0.0385,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
14,Ian Rush,Liverpool,Wales,5,0.0385,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
16,Emilio Butragueno,Real Madrid CF,Spain,4,0.0308,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
16,Fernando Gomes,FC Porto,Portugal,4,0.0308,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
18,Harald Schumacher,1. FC Köln,West Germany,3,0.0231,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
18,John Sivebak,Vejle,Denmark,3,0.0231,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
18,Gheorghe Hagi,Sportul stud. Bucuresti 1,Romania,3,0.0231,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
18,Neville Southall,Everton,Wales,3,0.0231,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Lajos Detari,Honvéd,Hungary,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Alain Giresse,Girondins Bordeaux,France,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Vahid Halilhodžić,FC Nantes,Yugoslavia,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Tibor Nyilasi,Austria Wien,Hungary,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Peter Reid,Everton,England,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Peter Shilton,Southampton,England,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Graeme Souness,Sampdoria,Scotland,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
22,Pat Jennings,Tottenham Hotspur,Northern Ireland,2,0.0154,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Steve Archibald,FC Barcelona,Scotland,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Jan Ceulemans,KV Brugge,Belgium,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Anatoli Demianenko,Dynamo Kyiv,Soviet Union,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Georgi Dimitrov,CSKA Sofia,Bulgaria,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Mark Hateley,Milan,England,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Herbert Prohaska,Austria Wien,Austria,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Gary Stevens,Everton,England,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Andreas Thom,Dynamo Berlin,Germany (East),1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
30,Ladislav Vizek,Dukla Praha,Czechoslovakia,1,0.0077,1985,Juventus,Italy,1,0,Liverpool,England,"Belgium Heysel Stadium, Brussels","58,000",Michel Platini,France,Juventus,7
1,Igor Belanov,Dynamo Kyiv,Soviet Union,84,0.6462,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
2,Gary Lineker,FC Barcelona,England,62,0.4769,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
3,Emilio Butragueno,Real Madrid CF,Spain,59,0.4538,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
4,Preben Elkjar-Larsen,Verona,Denmark,22,0.1692,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
4,Manuel Amoros,AS Monaco,France,22,0.1692,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
6,Alexander Zavarov,Dynamo Kyiv,Soviet Union,20,0.1538,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
6,Ian Rush,Liverpool,Wales,20,0.1538,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
8,Helmuth Ducadam,Steaua Bucarest,Romania,10,0.0769,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
8,Marco van Basten,Ajax,Netherlands,10,0.0769,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
10,Alessandro Altobelli,Internazionale,Italy,9,0.0692,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
11,Michel Platini,Juventus,France,8,0.0615,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
11,Jean Marie Pfaff,Bayern Munich,Belgium,8,0.0615,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
13,Jan Ceulemans,KV Brugge,Belgium,7,0.0538,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
13,Soren Lerby,AS Monaco,Denmark,7,0.0538,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
15,Morten Olsen,1. FC Köln,Denmark,6,0.0462,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
16,Rinat Dassaev,Spartak Moscow,Soviet Union,5,0.0385,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
17,Luis Fernandez,Racing Club Paris,France,4,0.0308,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
17,Paulo Futre,FC Porto,Portugal,4,0.0308,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
17,Harald Schumacher,1. FC Köln,West Germany,4,0.0308,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
17,Ruud Gullit,PSV Eindhoven,Netherlands,4,0.0308,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
21,Kenny Dalglish,Liverpool,Scotland,3,0.0231,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
21,Jean Tigana,Girondins Bordeaux,France,3,0.0231,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
21,Pavel Yakovenko,Dynamo Kyiv,Soviet Union,3,0.0231,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
24,Karl-Heinz Förster,Olympique Marseille,West Germany,2,0.0154,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
24,Lothar Matthäus,Bayern Munich,West Germany,2,0.0154,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
26,Michael Laudrup,Juventus,Denmark,1,0.0077,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
26,Rudi Völler,Werder Bremen,West Germany,1,0.0077,1986,Steaua București,Romania,0,0,Barcelona,Spain,"Spain Estadio Ramón Sánchez Pizjuán, Seville","70,000",Torbjörn Nilsson,Sweden,IFK Gothenburg,7
1,Ruud Gullit,Milan,Netherlands,106,0.7852,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
2,Paulo Futre,Atlético Madrid,Portugal,91,0.6741,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
3,Emilio Butragueno,Real Madrid CF,Spain,61,0.4519,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
4,Míchel del Campo,Real Madrid CF,Spain,29,0.2148,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
5,Gary Lineker,FC Barcelona,England,13,0.0963,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
6,John Barnes,Liverpool,England,10,0.0741,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
6,Marco van Basten,Milan,Netherlands,10,0.0741,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
8,Gianluca Vialli,Sampdoria,Italy,9,0.0667,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
9,Bryan Robson,Manchester United,England,7,0.0519,1987,Porto,Portugal,2,1,Bayern Munich,West Germany,"Austria Prater Stadium, Vienna","57,500",Borislav Cvetković,Yugoslavia,Red Star of Belgrade,7
